Module Name,Phisycal Name,Bench Name,Unit Name,Data Type,Unit Type,Unit Measure,Decimals,LinkChannel,ModuleID,ChannelID,Description
DSG_CanCcp,dwkrz_0_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,2,
DSG_CanCcp,dwkrz_1_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,3,
DSG_CanCcp,dwkrz_2_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,4,
DSG_CanCcp,dwkrz_3_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,5,
DSG_CanCcp,dwkrz_4_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,6,
DSG_CanCcp,dwkrz_5_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,7,
DSG_CanCcp,dzwwl_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,8,
DSG_CanCcp,nmot_w_CCP1_AE31a,,,SINGLE,GENERIC,1/min,2,,3005,9,
DSG_CanCcp,te_l_CCP1_AE31a,,,SINGLE,GENERIC,ms,2,,3005,10,
DSG_CanCcp,tez_l_0_CCP1_AE31a,,,SINGLE,GENERIC,ms,2,,3005,11,
DSG_CanCcp,tez_l_1_CCP1_AE31a,,,SINGLE,GENERIC,ms,2,,3005,12,
DSG_CanCcp,tez_l_2_CCP1_AE31a,,,SINGLE,GENERIC,ms,2,,3005,13,
DSG_CanCcp,tez_l_3_CCP1_AE31a,,,SINGLE,GENERIC,ms,2,,3005,14,
DSG_CanCcp,tez_l_4_CCP1_AE31a,,,SINGLE,GENERIC,ms,2,,3005,15,
DSG_CanCcp,tez_l_5_CCP1_AE31a,,,SINGLE,GENERIC,ms,2,,3005,16,
DSG_CanCcp,wee_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,17,
DSG_CanCcp,wnwa_w_CCP1_AE31a,,wnwa_w_CCP1_AE31a,SINGLE,GENERIC,Grad KW,2,,3005,18,
DSG_CanCcp,wnwe_w_CCP1_AE31a,,wnwe_w_CCP1_AE31a,SINGLE,GENERIC,Grad KW,2,,3005,19,
DSG_CanCcp,wnwsa_w_CCP1_AE31a,,wnwsa_w_CCP1_AE31a,SINGLE,GENERIC,Grad KW,2,,3005,20,
DSG_CanCcp,wnwse_w_CCP1_AE31a,,wnwse_w_CCP1_AE31a,SINGLE,GENERIC,Grad KW,2,,3005,21,
DSG_CanCcp,zwbas_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,22,
DSG_CanCcp,zwgru_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,23,
DSG_CanCcp,zwist_CCP1_AE31a,,zwist_CCP1_AE31a,SINGLE,GENERIC,Grad KW,2,,3005,24,
DSG_CanCcp,zwout_CCP1_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,25,
DSG_CanCcp,APP_r_CCP1_AE31a,,,SINGLE,GENERIC,%,2,,3005,26,
DSG_CanCcp,DFES_ctEntry_CCP1_AE31a,,,SINGLE,GENERIC,,2,,3005,27,
DSG_CanCcp,DFES_numDFC_0_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,28,
DSG_CanCcp,DFES_numDFC_1_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,29,
DSG_CanCcp,DFES_numDFC_10_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,30,
DSG_CanCcp,DFES_numDFC_11_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,31,
DSG_CanCcp,DFES_numDFC_12_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,32,
DSG_CanCcp,DFES_numDFC_13_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,33,
DSG_CanCcp,DFES_numDFC_14_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,34,
DSG_CanCcp,DFES_numDFC_15_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,35,
DSG_CanCcp,DFES_numDFC_16_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,36,
DSG_CanCcp,DFES_numDFC_17_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,37,
DSG_CanCcp,DFES_numDFC_18_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,38,
DSG_CanCcp,DFES_numDFC_19_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,39,
DSG_CanCcp,DFES_numDFC_2_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,40,
DSG_CanCcp,DFES_numDFC_3_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,41,
DSG_CanCcp,DFES_numDFC_4_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,42,
DSG_CanCcp,DFES_numDFC_5_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,43,
DSG_CanCcp,DFES_numDFC_6_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,44,
DSG_CanCcp,DFES_numDFC_7_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,45,
DSG_CanCcp,DFES_numDFC_8_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,46,
DSG_CanCcp,DFES_numDFC_9_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,47,
DSG_CanCcp,fr_w_CCP1_AE31a,,fr_w_CCP1_AE31a,SINGLE,GENERIC,-,2,,3005,48,
DSG_CanCcp,frm_w_CCP1_AE31a,,frm_w_CCP1_AE31a,SINGLE,GENERIC,-,2,,3005,49,
DSG_CanCcp,hatlstr_w_CCP1_AE31a,,hatlstr_w_CCP1_AE31a,SINGLE,GENERIC,-,2,,3005,50,
DSG_CanCcp,hatlstsr_w_CCP1_AE31a,,hatlstsr_w_CCP1_AE31a,SINGLE,GENERIC,-,2,,3005,51,
DSG_CanCcp,lambas_w_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,52,
DSG_CanCcp,lamsbg_w_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,53,
DSG_CanCcp,lamsoni_w_CCP1_AE31a,,lamsoni_w_CCP1_AE31a,SINGLE,GENERIC,-,2,,3005,54,
DSG_CanCcp,lamsons_w_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,55,
DSG_CanCcp,lbtsaw_w_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,56,
DSG_CanCcp,mshfm_w_CCP1_AE31a,,mshfm_w_CCP1_AE31a,SINGLE,GENERIC,kg/h,2,,3005,57,
DSG_CanCcp,Oil_bPSwtVlvCtl_CCP1_AE31a,,Oil_bPSwtVlvCtl_CCP1_AE31a,SINGLE,GENERIC,,2,,3005,58,
DSG_CanCcp,Oil_tSwmp_CCP1_AE31a,,,SINGLE,GENERIC,deg C,2,,3005,59,
DSG_CanCcp,OilP_p_CCP1_AE31a,,OilP_p_CCP1_AE31a,SINGLE,GENERIC,hPa,2,,3005,60,
DSG_CanCcp,pistnd_w_CCP1_AE31a,,pistnd_CCP1_AE31a,SINGLE,GENERIC,kPa,2,,3005,61,
DSG_CanCcp,psollnd_w_CCP1_AE31a,,,SINGLE,GENERIC,kPa,2,,3005,62,
DSG_CanCcp,psr_w_CCP1_AE31a,,psr_w_CCP1_AE31a,SINGLE,GENERIC,hPa,2,,3005,63,
DSG_CanCcp,psrs_w_CCP1_AE31a,,,SINGLE,GENERIC,hPa,2,,3005,64,
DSG_CanCcp,pvd_w_CCP1_AE31a,,pvd_w_CCP1_AE31a,SINGLE,GENERIC,hPa,2,,3005,65,
DSG_CanCcp,pvds_w_CCP1_AE31a,,,SINGLE,GENERIC,hPa,2,,3005,66,
DSG_CanCcp,rk_w_CCP1_AE31a,,,SINGLE,GENERIC,%,2,,3005,67,
DSG_CanCcp,rl_w_CCP1_AE31a,,rl_w_CCP1_AE31a,SINGLE,GENERIC,%,2,,3005,68,
DSG_CanCcp,rlsol_w_CCP1_AE31a,,,SINGLE,GENERIC,%,2,,3005,69,
DSG_CanCcp,ub_CCP1_AE31a,,,SINGLE,GENERIC,V,2,,3005,70,
DSG_CanCcp,wdkba_w_CCP1_AE31a,,wdkba_w_CCP1_AE31a,SINGLE,GENERIC,%DK,2,,3005,71,
DSG_CanCcp,wdkls_w_CCP1_AE31a,,,SINGLE,GENERIC,%,2,,3005,72,
DSG_CanCcp,wped_w_CCP1_AE31a,,wped_w_CCP1_AE31a,SINGLE,GENERIC,% PED,2,,3005,73,
DSG_CanCcp,ActMod_trqClth_CCP1_AE31a,,,SINGLE,GENERIC,Nm,2,,3005,74,
DSG_CanCcp,ActMod_trqInr_CCP1_AE31a,,,SINGLE,GENERIC,Nm,2,,3005,75,
DSG_CanCcp,B_ldr_CCP1_AE31a,,,SINGLE,GENERIC,,2,,3005,76,
DSG_CanCcp,B_lduv_CCP1_AE31a,,,SINGLE,GENERIC,,2,,3005,77,
DSG_CanCcp,B_lr_CCP1_AE31a,,B_lr_CCP1_AE31a,SINGLE,GENERIC,,2,,3005,78,
DSG_CanCcp,B_master_CCP1_AE31a,,,SINGLE,GENERIC,,2,,3005,79,
DSG_CanCcp,B_phada_CCP1_AE31a,,B_phada_CCP1_AE31a,SINGLE,GENERIC,,2,,3005,80,
DSG_CanCcp,B_phade_CCP1_AE31a,,B_phade_CCP1_AE31a,SINGLE,GENERIC,,2,,3005,81,
DSG_CanCcp,Epm_stSync_CCP1_AE31a,,Epm_stSync_CCP1_AE31a,SINGLE,GENERIC,,2,,3005,82,
DSG_CanCcp,EpmCaS_phiCaSOfsAvg_0_CCP1_AE31a,,EpmCaS_phiCaSOfsAvg_0_CCP1_AE31a,SINGLE,GENERIC,deg CrS,2,,3005,83,
DSG_CanCcp,EpmCaS_phiCaSOfsAvg_1_CCP1_AE31a,,EpmCaS_phiCaSOfsAvg_1_CCP1_AE31a,SINGLE,GENERIC,deg CrS,2,,3005,84,
DSG_CanCcp,fkmsdk_w_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,85,
DSG_CanCcp,fpuk_w_CCP1_AE31a,,fpuk_w_CCP1_AE31a,SINGLE,GENERIC,-,2,,3005,86,
DSG_CanCcp,fra_w_CCP1_AE31a,,fra_w_CCP1_AE31a,SINGLE,GENERIC,-,2,,3005,87,
DSG_CanCcp,miopt_w_CCP1_AE31a,,,SINGLE,GENERIC,%,2,,3005,88,
DSG_CanCcp,msabnav_w_CCP1_AE31a,,,SINGLE,GENERIC,kg/h,2,,3005,89,
DSG_CanCcp,msdk_w_CCP1_AE31a,,msdk_w_CCP1_AE31a,SINGLE,GENERIC,kg/h,2,,3005,90,
DSG_CanCcp,msdks_w_CCP1_AE31a,,,SINGLE,GENERIC,kg/h,2,,3005,91,
DSG_CanCcp,ora_w_CCP1_AE31a,,,SINGLE,GENERIC,%,2,,3005,92,
DSG_CanCcp,pabnav_w_CCP1_AE31a,,,SINGLE,GENERIC,hPa,2,,3005,93,
DSG_CanCcp,pbrint_w_CCP1_AE31a,,,SINGLE,GENERIC,hPa,2,,3005,94,
DSG_CanCcp,PthLead_trqInrLead_CCP1_AE31a,,,SINGLE,GENERIC,Nm,2,,3005,95,
DSG_CanCcp,pu_w_CCP1_AE31a,,,SINGLE,GENERIC,hPa,2,,3005,96,
DSG_CanCcp,RngMod_trqLos_CCP1_AE31a,,,SINGLE,GENERIC,Nm,2,,3005,97,
DSG_CanCcp,taev_w_CCP1_AE31a,,,SINGLE,GENERIC,Grad C,2,,3005,98,
DSG_CanCcp,taikr_w_CCP1_AE31a,,,SINGLE,GENERIC,Grad C,2,,3005,99,
DSG_CanCcp,tasr_w_CCP1_AE31a,,tasr_w_CCP1_AE31a,SINGLE,GENERIC,Grad C,2,,3005,100,
DSG_CanCcp,tavdk_w_CCP1_AE31a,,,SINGLE,GENERIC,Grad C,2,,3005,101,
DSG_CanCcp,tavv_w_CCP1_AE31a,,,SINGLE,GENERIC,Grad C,2,,3005,102,
DSG_CanCcp,tfuelr_CCP1_AE31a,,,SINGLE,GENERIC,Grad C,2,,3005,103,
DSG_CanCcp,tmot_CCP1_AE31a,,tmot_CCP1_AE31a,SINGLE,GENERIC,Grad C,2,,3005,104,
DSG_CanCcp,toch_CCP1_AE31a,,,SINGLE,GENERIC,Grad C,2,,3005,105,
DSG_CanCcp,TrbCh_OffsLrn_I.nrOffsLrnStep_CCP1_AE31a,,,SINGLE,GENERIC,-,2,,3005,106,
DSG_CanCcp,TrbCh_uElStopClsdSens1B1_CCP1_AE31a,,,SINGLE,GENERIC,V,2,,3005,107,
DSG_CanCcp,tumg_CCP1_AE31a,,,SINGLE,GENERIC,Grad C,2,,3005,108,
DSG_CanCcp,dwkrz_0_CCP2_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,110,
DSG_CanCcp,dwkrz_1_CCP2_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,111,
DSG_CanCcp,dwkrz_2_CCP2_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,112,
DSG_CanCcp,dwkrz_3_CCP2_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,113,
DSG_CanCcp,dwkrz_4_CCP2_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,114,
DSG_CanCcp,dwkrz_5_CCP2_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,115,
DSG_CanCcp,dzwwl_CCP2_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,116,
DSG_CanCcp,nmot_w_CCP2_AE31a,,,SINGLE,GENERIC,1/min,2,,3005,117,
DSG_CanCcp,tez_l_0_CCP2_AE31a,,,SINGLE,GENERIC,ms,2,,3005,118,
DSG_CanCcp,tez_l_1_CCP2_AE31a,,,SINGLE,GENERIC,ms,2,,3005,119,
DSG_CanCcp,tez_l_2_CCP2_AE31a,,,SINGLE,GENERIC,ms,2,,3005,120,
DSG_CanCcp,tez_l_3_CCP2_AE31a,,,SINGLE,GENERIC,ms,2,,3005,121,
DSG_CanCcp,tez_l_4_CCP2_AE31a,,,SINGLE,GENERIC,ms,2,,3005,122,
DSG_CanCcp,tez_l_5_CCP2_AE31a,,,SINGLE,GENERIC,ms,2,,3005,123,
DSG_CanCcp,wee_CCP2_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,124,
DSG_CanCcp,wnwa_w_CCP2_AE31a,,wnwa_w_CCP2_AE31a,SINGLE,GENERIC,Grad KW,2,,3005,125,
DSG_CanCcp,wnwe_w_CCP2_AE31a,,wnwe_w_CCP2_AE31a,SINGLE,GENERIC,Grad KW,2,,3005,126,
DSG_CanCcp,wnwsa_w_CCP2_AE31a,,wnwsa_w_CCP2_AE31a,SINGLE,GENERIC,Grad KW,2,,3005,127,
DSG_CanCcp,wnwse_w_CCP2_AE31a,,wnwse_w_CCP2_AE31a,SINGLE,GENERIC,Grad KW,2,,3005,128,
DSG_CanCcp,zwbas_CCP2_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,129,
DSG_CanCcp,zwgru_CCP2_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,130,
DSG_CanCcp,zwist_CCP2_AE31a,,zwist_CCP2_AE31a,SINGLE,GENERIC,Grad KW,2,,3005,131,
DSG_CanCcp,zwout_CCP2_AE31a,,,SINGLE,GENERIC,Grad KW,2,,3005,132,
DSG_CanCcp,DFES_ctEntry_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,812,
DSG_CanCcp,DFES_numDFC_0_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,133,
DSG_CanCcp,DFES_numDFC_1_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,134,
DSG_CanCcp,DFES_numDFC_10_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,135,
DSG_CanCcp,DFES_numDFC_11_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,136,
DSG_CanCcp,DFES_numDFC_12_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,137,
DSG_CanCcp,DFES_numDFC_13_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,138,
DSG_CanCcp,DFES_numDFC_14_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,139,
DSG_CanCcp,DFES_numDFC_15_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,140,
DSG_CanCcp,DFES_numDFC_16_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,141,
DSG_CanCcp,DFES_numDFC_17_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,142,
DSG_CanCcp,DFES_numDFC_18_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,143,
DSG_CanCcp,DFES_numDFC_19_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,144,
DSG_CanCcp,DFES_numDFC_2_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,145,
DSG_CanCcp,DFES_numDFC_3_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,146,
DSG_CanCcp,DFES_numDFC_4_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,147,
DSG_CanCcp,DFES_numDFC_5_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,148,
DSG_CanCcp,DFES_numDFC_6_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,149,
DSG_CanCcp,DFES_numDFC_7_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,150,
DSG_CanCcp,DFES_numDFC_8_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,151,
DSG_CanCcp,DFES_numDFC_9_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,152,
DSG_CanCcp,fr_w_CCP2_AE31a,,fr_w_CCP2_AE31a,SINGLE,GENERIC,-,2,,3005,153,
DSG_CanCcp,frm_w_CCP2_AE31a,,frm_w_CCP2_AE31a,SINGLE,GENERIC,-,2,,3005,154,
DSG_CanCcp,hatlstr_w_CCP2_AE31a,,hatlstr_w_CCP2_AE31a,SINGLE,GENERIC,-,2,,3005,155,
DSG_CanCcp,hatlstsr_w_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,156,
DSG_CanCcp,lambas_w_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,157,
DSG_CanCcp,lamsbg_w_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,158,
DSG_CanCcp,lamsoni_w_CCP2_AE31a,,lamsoni_w_CCP2_AE31a,SINGLE,GENERIC,-,2,,3005,159,
DSG_CanCcp,lamsons_w_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,160,
DSG_CanCcp,lbtsaw_w_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,161,
DSG_CanCcp,mshfm_w_CCP2_AE31a,,mshfm_w_CCP2_AE31a,SINGLE,GENERIC,kg/h,2,,3005,162,
DSG_CanCcp,Oil_bPSwtVlvCtl_CCP2_AE31a,,Oil_bPSwtVlvCtl_CCP2_AE31a,SINGLE,GENERIC,,2,,3005,163,
DSG_CanCcp,Oil_tSwmp_CCP2_AE31a,,,SINGLE,GENERIC,deg C,2,,3005,164,
DSG_CanCcp,OilP_p_CCP2_AE31a,,OilP_p_CCP2_AE31a,SINGLE,GENERIC,hPa,2,,3005,165,
DSG_CanCcp,pistnd_w_CCP2_AE31a,,pistnd_CCP2_AE31a,SINGLE,GENERIC,kPa,2,,3005,166,
DSG_CanCcp,psollnd_w_CCP2_AE31a,,,SINGLE,GENERIC,kPa,2,,3005,167,
DSG_CanCcp,psr_w_CCP2_AE31a,,psr_w_CCP2_AE31a,SINGLE,GENERIC,hPa,2,,3005,168,
DSG_CanCcp,psrs_w_CCP2_AE31a,,,SINGLE,GENERIC,hPa,2,,3005,169,
DSG_CanCcp,pvd_w_CCP2_AE31a,,pvd_w_CCP2_AE31a,SINGLE,GENERIC,hPa,2,,3005,170,
DSG_CanCcp,pvds_w_CCP2_AE31a,,,SINGLE,GENERIC,hPa,2,,3005,171,
DSG_CanCcp,rk_w_CCP2_AE31a,,,SINGLE,GENERIC,%,2,,3005,172,
DSG_CanCcp,rl_w_CCP2_AE31a,,rl_w_CCP2_AE31a,SINGLE,GENERIC,%,2,,3005,173,
DSG_CanCcp,rlsol_w_CCP2_AE31a,,,SINGLE,GENERIC,%,2,,3005,174,
DSG_CanCcp,ub_CCP2_AE31a,,,SINGLE,GENERIC,V,2,,3005,175,
DSG_CanCcp,wdkba_w_CCP2_AE31a,,wdkba_w_CCP2_AE31a,SINGLE,GENERIC,%DK,2,,3005,176,
DSG_CanCcp,wdkls_w_CCP2_AE31a,,,SINGLE,GENERIC,%,2,,3005,177,
DSG_CanCcp,wped_w_CCP2_AE31a,,wped_w_CCP2_AE31a,SINGLE,GENERIC,% PED,2,,3005,178,
DSG_CanCcp,ActMod_trqClth_CCP2_AE31a,,,SINGLE,GENERIC,Nm,2,,3005,179,
DSG_CanCcp,ActMod_trqInr_CCP2_AE31a,,,SINGLE,GENERIC,Nm,2,,3005,180,
DSG_CanCcp,B_ldr_CCP2_AE31a,,B_ldr_CCP2_AE31a,SINGLE,GENERIC,,2,,3005,181,
DSG_CanCcp,B_lduv_CCP2_AE31a,,,SINGLE,GENERIC,,2,,3005,182,
DSG_CanCcp,B_lr_CCP2_AE31a,,B_lr_CCP2_AE31a,SINGLE,GENERIC,,2,,3005,183,
DSG_CanCcp,B_master_CCP2_AE31a,,,SINGLE,GENERIC,,2,,3005,184,
DSG_CanCcp,B_phada_CCP2_AE31a,,B_phada_CCP2_AE31a,SINGLE,GENERIC,,2,,3005,185,
DSG_CanCcp,B_phade_CCP2_AE31a,,B_phade_CCP2_AE31a,SINGLE,GENERIC,,2,,3005,186,
DSG_CanCcp,Epm_stSync_CCP2_AE31a,,Epm_stSync_CCP2_AE31a,SINGLE,GENERIC,,2,,3005,187,
DSG_CanCcp,EpmCaS_phiCaSOfsAvg_0_CCP2_AE31a,,EpmCaS_phiCaSOfsAvg_0_CCP2_AE31a,SINGLE,GENERIC,deg CrS,2,,3005,188,
DSG_CanCcp,EpmCaS_phiCaSOfsAvg_1_CCP2_AE31a,,EpmCaS_phiCaSOfsAvg_1_CCP2_AE31a,SINGLE,GENERIC,deg CrS,2,,3005,189,
DSG_CanCcp,fkmsdk_w_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,190,
DSG_CanCcp,fpuk_w_CCP2_AE31a,,,SINGLE,GENERIC,-,2,,3005,191,
DSG_CanCcp,fra_w_CCP2_AE31a,,fra_w_CCP2_AE31a,SINGLE,GENERIC,-,2,,3005,192,
DSG_CanCcp,miopt_w_CCP2_AE31a,,,SINGLE,GENERIC,%,2,,3005,193,
DSG_CanCcp,msabnav_w_CCP2_AE31a,,,SINGLE,GENERIC,kg/h,2,,3005,194,
DSG_CanCcp,msdk_w_CCP2_AE31a,,,SINGLE,GENERIC,kg/h,2,,3005,195,
DSG_CanCcp,msdks_w_CCP2_AE31a,,,SINGLE,GENERIC,kg/h,2,,3005,196,
DSG_CanCcp,ora_w_CCP2_AE31a,,,SINGLE,GENERIC,%,2,,3005,197,
DSG_CanCcp,pabnav_w_CCP2_AE31a,,,SINGLE,GENERIC,hPa,2,,3005,198,
DSG_CanCcp,pbrint_w_CCP2_AE31a,,,SINGLE,GENERIC,hPa,2,,3005,199,
DSG_CanCcp,PthLead_trqInrLead_CCP2_AE31a,,,SINGLE,GENERIC,Nm,2,,3005,200,
DSG_CanCcp,pu_w_CCP2_AE31a,,,SINGLE,GENERIC,hPa,2,,3005,201,
DSG_CanCcp,RngMod_trqLos_CCP2_AE31a,,,SINGLE,GENERIC,Nm,2,,3005,202,
DSG_CanCcp,taev_w_CCP2_AE31a,,,SINGLE,GENERIC,Grad C,2,,3005,203,
DSG_CanCcp,taikr_w_CCP2_AE31a,,,SINGLE,GENERIC,Grad C,2,,3005,204,
DSG_CanCcp,tasr_w_CCP2_AE31a,,tasr_w_CCP2_AE31a,SINGLE,GENERIC,Grad C,2,,3005,205,
DSG_CanCcp,tavdk_w_CCP2_AE31a,,,SINGLE,GENERIC,Grad C,2,,3005,206,
DSG_CanCcp,tavv_w_CCP2_AE31a,,,SINGLE,GENERIC,Grad C,2,,3005,207,
DSG_CanCcp,tfuelr_CCP2_AE31a,,,SINGLE,GENERIC,Grad C,2,,3005,208,
DSG_CanCcp,toch_CCP2_AE31a,,,SINGLE,GENERIC,Grad C,2,,3005,209,
